P_gc,T_amb,T_evp,T_gc_exit,Q_evp,W_comp,COP
11719,40,6,43,118,41.26,2.859
11719,40,6,43,118,41.26,2.859
11720,40,6,43,118,41.26,2.859
11721,40,6,43,118,41.26,2.859
11722,40,6,43,118,41.27,2.859
11722,40,6,43,118,41.27,2.859
11723,40,6,43,118,41.27,2.859
11724,40,6,43,118,41.27,2.859
11724,40,6,43,118,41.28,2.859
11725,40,6,43,118,41.28,2.859
11726,40,6,43,118,41.28,2.859
11726,40,6,43,118,41.29,2.859
11727,40,6,43,118,41.29,2.859
11728,40,6,43,118,41.29,2.859
11729,40,6,43,118,41.29,2.859
11729,40,6,43,118,41.3,2.859
11730,40,6,43,118.1,41.3,2.858
11731,40,6,43,118.1,41.3,2.858
11731,40,6,43,118.1,41.3,2.858
11732,40,6,43,118.1,41.31,2.858
11733,40,6,43,118.1,41.31,2.858
11733,40,6,43,118.1,41.31,2.858
11734,40,6,43,118.1,41.32,2.858
11735,40,6,43,118.1,41.32,2.858
11736,40,6,43,118.1,41.32,2.858
11736,40,6,43,118.1,41.32,2.858
11737,40,6,43,118.1,41.33,2.858
11738,40,6,43,118.1,41.33,2.858
11738,40,6,43,118.1,41.33,2.858
11739,40,6,43,118.1,41.33,2.858
11740,40,6,43,118.1,41.34,2.858
11740,40,6,43,118.1,41.34,2.858
11741,40,6,43,118.1,41.34,2.858
11742,40,6,43,118.1,41.34,2.857
11743,40,6,43,118.1,41.35,2.857
11743,40,6,43,118.2,41.35,2.857
11744,40,6,43,118.2,41.35,2.857
11745,40,6,43,118.2,41.36,2.857
11745,40,6,43,118.2,41.36,2.857
11746,40,6,43,118.2,41.36,2.857
11747,40,6,43,118.2,41.36,2.857
11747,40,6,43,118.2,41.37,2.857
11748,40,6,43,118.2,41.37,2.857
11749,40,6,43,118.2,41.37,2.857
11750,40,6,43,118.2,41.37,2.857
11750,40,6,43,118.2,41.38,2.857
11751,40,6,43,118.2,41.38,2.857
11752,40,6,43,118.2,41.38,2.857
11752,40,6,43,118.2,41.38,2.857
11753,40,6,43,118.2,41.39,2.857
11754,40,6,43,118.2,41.39,2.856
11754,40,6,43,118.2,41.39,2.856
11755,40,6,43,118.2,41.4,2.856
11756,40,6,43,118.2,41.4,2.856
11757,40,6,43,118.3,41.4,2.856
11757,40,6,43,118.3,41.4,2.856
11758,40,6,43,118.3,41.41,2.856
11759,40,6,43,118.3,41.41,2.856
11759,40,6,43,118.3,41.41,2.856
11760,40,6,43,118.3,41.41,2.856
11761,40,6,43,118.3,41.42,2.856
11761,40,6,43,118.3,41.42,2.856
11762,40,6,43,118.3,41.42,2.856
11763,40,6,43,118.3,41.43,2.856
11764,40,6,43,118.3,41.43,2.856
11764,40,6,43,118.3,41.43,2.856
11765,40,6,43,118.3,41.43,2.856
11766,40,6,43,118.3,41.44,2.856
11766,40,6,43,118.3,41.44,2.855
11767,40,6,43,118.3,41.44,2.855
11768,40,6,43,118.3,41.44,2.855
11768,40,6,43,118.3,41.45,2.855
11769,40,6,43,118.3,41.45,2.855
11770,40,6,43,118.4,41.45,2.855
11771,40,6,43,118.4,41.45,2.855
11771,40,6,43,118.4,41.46,2.855
11772,40,6,43,118.4,41.46,2.855
11773,40,6,43,118.4,41.46,2.855
11773,40,6,43,118.4,41.47,2.855
11774,40,6,43,118.4,41.47,2.855
11775,40,6,43,118.4,41.47,2.855
11775,40,6,43,118.4,41.47,2.855
11776,40,6,43,118.4,41.48,2.855
11777,40,6,43,118.4,41.48,2.855
11778,40,6,43,118.4,41.48,2.855
11778,40,6,43,118.4,41.48,2.854
11779,40,6,43,118.4,41.49,2.854
11780,40,6,43,118.4,41.49,2.854
11780,40,6,43,118.4,41.49,2.854
11781,40,6,43,118.4,41.49,2.854
11782,40,6,43,118.4,41.5,2.854
11782,40,6,43,118.4,41.5,2.854
11783,40,6,43,118.5,41.5,2.854
11784,40,6,43,118.5,41.51,2.854
11785,40,6,43,118.5,41.51,2.854
11785,40,6,43,118.5,41.51,2.854
11786,40,6,43,118.5,41.51,2.854
11787,40,6,43,118.5,41.52,2.854
11787,40,6,43,118.5,41.52,2.854
11788,40,6,43,118.5,41.52,2.854
11789,40,6,43,118.5,41.52,2.854
11789,40,6,43,118.5,41.53,2.853
11790,40,6,43,118.5,41.53,2.853
11791,40,6,43,118.5,41.53,2.853
11792,40,6,43,118.5,41.53,2.853
11792,40,6,43,118.5,41.54,2.853
11793,40,6,43,118.5,41.54,2.853
11794,40,6,43,118.5,41.54,2.853
11794,40,6,43,118.5,41.55,2.853
11795,40,6,43,118.5,41.55,2.853
11796,40,6,43,118.5,41.55,2.853
11796,40,6,43,118.5,41.55,2.853
11797,40,6,43,118.6,41.56,2.853
11798,40,6,43,118.6,41.56,2.853
11799,40,6,43,118.6,41.56,2.853
11799,40,6,43,118.6,41.56,2.853
11800,40,6,43,118.6,41.57,2.853
11801,40,6,43,118.6,41.57,2.853
11801,40,6,43,118.6,41.57,2.852
11802,40,6,43,118.6,41.57,2.852
11803,40,6,43,118.6,41.58,2.852
11803,40,6,43,118.6,41.58,2.852
11804,40,6,43,118.6,41.58,2.852
11805,40,6,43,118.6,41.59,2.852
11806,40,6,43,118.6,41.59,2.852
11806,40,6,43,118.6,41.59,2.852
11807,40,6,43,118.6,41.59,2.852
11808,40,6,43,118.6,41.6,2.852
11808,40,6,43,118.6,41.6,2.852
11809,40,6,43,118.6,41.6,2.852
11810,40,6,43,118.6,41.6,2.852
11810,40,6,43,118.7,41.61,2.852
11811,40,6,43,118.7,41.61,2.852
11812,40,6,43,118.7,41.61,2.852
11813,40,6,43,118.7,41.61,2.852
11813,40,6,43,118.7,41.62,2.851
11814,40,6,43,118.7,41.62,2.851
11815,40,6,43,118.7,41.62,2.851
11815,40,6,43,118.7,41.63,2.851
11816,40,6,43,118.7,41.63,2.851
11817,40,6,43,118.7,41.63,2.851
11817,40,6,43,118.7,41.63,2.851
11818,40,6,43,118.7,41.64,2.851
11819,40,6,43,118.7,41.64,2.851
11820,40,6,43,118.7,41.64,2.851
11820,40,6,43,118.7,41.64,2.851
11821,40,6,43,118.7,41.65,2.851
11822,40,6,43,118.7,41.65,2.851
11822,40,6,43,118.7,41.65,2.851
11823,40,6,43,118.7,41.66,2.851
11824,40,6,43,118.7,41.66,2.851
11824,40,6,43,118.8,41.66,2.85
11825,40,6,43,118.8,41.66,2.85
11826,40,6,43,118.8,41.67,2.85
11827,40,6,43,118.8,41.67,2.85
11827,40,6,43,118.8,41.67,2.85
11828,40,6,43,118.8,41.67,2.85
11829,40,6,43,118.8,41.68,2.85
11829,40,6,43,118.8,41.68,2.85
11830,40,6,43,118.8,41.68,2.85
11831,40,6,43,118.8,41.68,2.85
11831,40,6,43,118.8,41.69,2.85
11832,40,6,43,118.8,41.69,2.85
11833,40,6,43,118.8,41.69,2.85
11834,40,6,43,118.8,41.7,2.85
11834,40,6,43,118.8,41.7,2.85
11835,40,6,43,118.8,41.7,2.85
11836,40,6,43,118.8,41.7,2.85
11836,40,6,43,118.8,41.71,2.849
11837,40,6,43,118.8,41.71,2.849
11838,40,6,43,118.8,41.71,2.849
11838,40,6,43,118.9,41.71,2.849
11839,40,6,43,118.9,41.72,2.849
11840,40,6,43,118.9,41.72,2.849
11841,40,6,43,118.9,41.72,2.849
11841,40,6,43,118.9,41.72,2.849
11842,40,6,43,118.9,41.73,2.849
11843,40,6,43,118.9,41.73,2.849
11843,40,6,43,118.9,41.73,2.849
11844,40,6,43,118.9,41.74,2.849
11845,40,6,43,118.9,41.74,2.849
11845,40,6,43,118.9,41.74,2.849
11846,40,6,43,118.9,41.74,2.849
11847,40,6,43,118.9,41.75,2.849
11848,40,6,43,118.9,41.75,2.848
11848,40,6,43,118.9,41.75,2.848
11849,40,6,43,118.9,41.75,2.848
11850,40,6,43,118.9,41.76,2.848
11850,40,6,43,118.9,41.76,2.848
11851,40,6,43,118.9,41.76,2.848
11852,40,6,43,118.9,41.76,2.848
11852,40,6,43,119,41.77,2.848
11853,40,6,43,119,41.77,2.848
11854,40,6,43,119,41.77,2.848
11855,40,6,43,119,41.78,2.848
11855,40,6,43,119,41.78,2.848
11856,40,6,43,119,41.78,2.848
11857,40,6,43,119,41.78,2.848
11857,40,6,43,119,41.79,2.848
11858,40,6,43,119,41.79,2.848
11859,40,6,43,119,41.79,2.848
11859,40,6,43,119,41.79,2.847
11860,40,6,43,119,41.8,2.847
11861,40,6,43,119,41.8,2.847
11862,40,6,43,119,41.8,2.847
11862,40,6,43,119,41.8,2.847
11863,40,6,43,119,41.81,2.847
11864,40,6,43,119,41.81,2.847
11864,40,6,43,119,41.81,2.847
11865,40,6,43,119,41.81,2.847
11866,40,6,43,119.1,41.82,2.847
11866,40,6,43,119.1,41.82,2.847
11867,40,6,43,119.1,41.82,2.847
11868,40,6,43,119.1,41.83,2.847
11869,40,6,43,119.1,41.83,2.847
11869,40,6,43,119.1,41.83,2.847
11870,40,6,43,119.1,41.83,2.847
11871,40,6,43,119.1,41.84,2.846
11871,40,6,43,119.1,41.84,2.846
11872,40,6,43,119.1,41.84,2.846
11873,40,6,43,119.1,41.84,2.846
11873,40,6,43,119.1,41.85,2.846
11874,40,6,43,119.1,41.85,2.846
11875,40,6,43,119.1,41.85,2.846
11876,40,6,43,119.1,41.85,2.846
11876,40,6,43,119.1,41.86,2.846
11877,40,6,43,119.1,41.86,2.846
11878,40,6,43,119.1,41.86,2.846
11878,40,6,43,119.1,41.87,2.846
11879,40,6,43,119.1,41.87,2.846
11880,40,6,43,119.1,41.87,2.846
11880,40,6,43,119.2,41.87,2.846
11881,40,6,43,119.2,41.88,2.846
11882,40,6,43,119.2,41.88,2.845
11883,40,6,43,119.2,41.88,2.845
11883,40,6,43,119.2,41.88,2.845
11884,40,6,43,119.2,41.89,2.845
11885,40,6,43,119.2,41.89,2.845
11885,40,6,43,119.2,41.89,2.845
11886,40,6,43,119.2,41.89,2.845
11887,40,6,43,119.2,41.9,2.845
11887,40,6,43,119.2,41.9,2.845
11888,40,6,43,119.2,41.9,2.845
11889,40,6,43,119.2,41.91,2.845
11890,40,6,43,119.2,41.91,2.845
11890,40,6,43,119.2,41.91,2.845
11891,40,6,43,119.2,41.91,2.845
11892,40,6,43,119.2,41.92,2.845
11892,40,6,43,119.2,41.92,2.845
11893,40,6,43,119.2,41.92,2.844
11894,40,6,43,119.2,41.92,2.844
11894,40,6,43,119.3,41.93,2.844
11895,40,6,43,119.3,41.93,2.844
11896,40,6,43,119.3,41.93,2.844
11897,40,6,43,119.3,41.93,2.844
11897,40,6,43,119.3,41.94,2.844
11898,40,6,43,119.3,41.94,2.844
11899,40,6,43,119.3,41.94,2.844
11899,40,6,43,119.3,41.95,2.844
11900,40,6,43,119.3,41.95,2.844
11901,40,6,43,119.3,41.95,2.844
11901,40,6,43,119.3,41.95,2.844
11902,40,6,43,119.3,41.96,2.844
11903,40,6,43,119.3,41.96,2.844
11904,40,6,43,119.3,41.96,2.844
11904,40,6,43,119.3,41.96,2.843
11905,40,6,43,119.3,41.97,2.843
11906,40,6,43,119.3,41.97,2.843
11906,40,6,43,119.3,41.97,2.843
11907,40,6,43,119.3,41.97,2.843
11908,40,6,43,119.3,41.98,2.843
11908,40,6,43,119.4,41.98,2.843
11909,40,6,43,119.4,41.98,2.843
11910,40,6,43,119.4,41.99,2.843
11911,40,6,43,119.4,41.99,2.843
11911,40,6,43,119.4,41.99,2.843
11912,40,6,43,119.4,41.99,2.843
11913,40,6,43,119.4,42,2.843
11913,40,6,43,119.4,42,2.843
11914,40,6,43,119.4,42,2.843
11915,40,6,43,119.4,42,2.843
11915,40,6,43,119.4,42.01,2.842
11916,40,6,43,119.4,42.01,2.842
11917,40,6,43,119.4,42.01,2.842
11918,40,6,43,119.4,42.01,2.842
11918,40,6,43,119.4,42.02,2.842
11919,40,6,43,119.4,42.02,2.842
11920,40,6,43,119.4,42.02,2.842
11920,40,6,43,119.4,42.03,2.842
11921,40,6,43,119.4,42.03,2.842
11922,40,6,43,119.4,42.03,2.842
11922,40,6,43,119.4,42.03,2.842
11923,40,6,43,119.5,42.04,2.842
11924,40,6,43,119.5,42.04,2.842
11925,40,6,43,119.5,42.04,2.842
11925,40,6,43,119.5,42.04,2.842
11926,40,6,43,119.5,42.05,2.841
11927,40,6,43,119.5,42.05,2.841
11927,40,6,43,119.5,42.05,2.841
11928,40,6,43,119.5,42.05,2.841
11929,40,6,43,119.5,42.06,2.841
11929,40,6,43,119.5,42.06,2.841
11930,40,6,43,119.5,42.06,2.841
11931,40,6,43,119.5,42.06,2.841
11932,40,6,43,119.5,42.07,2.841
11932,40,6,43,119.5,42.07,2.841
11933,40,6,43,119.5,42.07,2.841
11934,40,6,43,119.5,42.08,2.841
11934,40,6,43,119.5,42.08,2.841
11935,40,6,43,119.5,42.08,2.841
11936,40,6,43,119.5,42.08,2.841
11936,40,6,43,119.5,42.09,2.841
11937,40,6,43,119.6,42.09,2.84
11938,40,6,43,119.6,42.09,2.84
11939,40,6,43,119.6,42.09,2.84
11939,40,6,43,119.6,42.1,2.84
11940,40,6,43,119.6,42.1,2.84
11941,40,6,43,119.6,42.1,2.84
11941,40,6,43,119.6,42.1,2.84
11942,40,6,43,119.6,42.11,2.84
11943,40,6,43,119.6,42.11,2.84
11943,40,6,43,119.6,42.11,2.84
11944,40,6,43,119.6,42.12,2.84
11945,40,6,43,119.6,42.12,2.84
11946,40,6,43,119.6,42.12,2.84
11946,40,6,43,119.6,42.12,2.84
11947,40,6,43,119.6,42.13,2.84
11948,40,6,43,119.6,42.13,2.84
11948,40,6,43,119.6,42.13,2.839
11949,40,6,43,119.6,42.13,2.839
11950,40,6,43,119.6,42.14,2.839
11950,40,6,43,119.6,42.14,2.839
11951,40,6,43,119.6,42.14,2.839
11952,40,6,43,119.7,42.14,2.839
11953,40,6,43,119.7,42.15,2.839
11953,40,6,43,119.7,42.15,2.839
11954,40,6,43,119.7,42.15,2.839
11955,40,6,43,119.7,42.15,2.839
11955,40,6,43,119.7,42.16,2.839
11956,40,6,43,119.7,42.16,2.839
11957,40,6,43,119.7,42.16,2.839
11957,40,6,43,119.7,42.17,2.839
11958,40,6,43,119.7,42.17,2.839
11959,40,6,43,119.7,42.17,2.838
11960,40,6,43,119.7,42.17,2.838
11960,40,6,43,119.7,42.18,2.838
11961,40,6,43,119.7,42.18,2.838
11962,40,6,43,119.7,42.18,2.838
11962,40,6,43,119.7,42.18,2.838
11963,40,6,43,119.7,42.19,2.838
11964,40,6,43,119.7,42.19,2.838
11964,40,6,43,119.7,42.19,2.838
11965,40,6,43,119.7,42.19,2.838
11966,40,6,43,119.7,42.2,2.838
11967,40,6,43,119.8,42.2,2.838
11967,40,6,43,119.8,42.2,2.838
11968,40,6,43,119.8,42.21,2.838
11969,40,6,43,119.8,42.21,2.838
11969,40,6,43,119.8,42.21,2.838
11970,40,6,43,119.8,42.21,2.837
11971,40,6,43,119.8,42.22,2.837
11971,40,6,43,119.8,42.22,2.837
11972,40,6,43,119.8,42.22,2.837
11973,40,6,43,119.8,42.22,2.837
11974,40,6,43,119.8,42.23,2.837
11974,40,6,43,119.8,42.23,2.837
11975,40,6,43,119.8,42.23,2.837
11976,40,6,43,119.8,42.23,2.837
11976,40,6,43,119.8,42.24,2.837
11977,40,6,43,119.8,42.24,2.837
11978,40,6,43,119.8,42.24,2.837
11978,40,6,43,119.8,42.24,2.837
11979,40,6,43,119.8,42.25,2.837
11980,40,6,43,119.8,42.25,2.837
11981,40,6,43,119.8,42.25,2.836
11981,40,6,43,119.9,42.26,2.836
11982,40,6,43,119.9,42.26,2.836
11983,40,6,43,119.9,42.26,2.836
11983,40,6,43,119.9,42.26,2.836
11984,40,6,43,119.9,42.27,2.836
11985,40,6,43,119.9,42.27,2.836
11985,40,6,43,119.9,42.27,2.836
11986,40,6,43,119.9,42.27,2.836
11987,40,6,43,119.9,42.28,2.836
11988,40,6,43,119.9,42.28,2.836
11988,40,6,43,119.9,42.28,2.836
11989,40,6,43,119.9,42.28,2.836
11990,40,6,43,119.9,42.29,2.836
11990,40,6,43,119.9,42.29,2.836
11991,40,6,43,119.9,42.29,2.836
11992,40,6,43,119.9,42.3,2.835
11992,40,6,43,119.9,42.3,2.835
11993,40,6,43,119.9,42.3,2.835
11994,40,6,43,119.9,42.3,2.835
11995,40,6,43,119.9,42.31,2.835
11995,40,6,43,119.9,42.31,2.835
11996,40,6,43,120,42.31,2.835
11997,40,6,43,120,42.31,2.835
11997,40,6,43,120,42.32,2.835
11998,40,6,43,120,42.32,2.835
11999,40,6,43,120,42.32,2.835
11999,40,6,43,120,42.32,2.835
12000,40,6,43,120,42.33,2.835
12001,40,6,43,120,42.33,2.835
12002,40,6,43,120,42.33,2.835
12002,40,6,43,120,42.33,2.834
12003,40,6,43,120,42.34,2.834
12004,40,6,43,120,42.34,2.834
12004,40,6,43,120,42.34,2.834
12005,40,6,43,120,42.35,2.834
12006,40,6,43,120,42.35,2.834
12007,40,6,43,120,42.35,2.834
12007,40,6,43,120,42.35,2.834
12008,40,6,43,120,42.36,2.834
12009,40,6,43,120,42.36,2.834
12009,40,6,43,120,42.36,2.834
12010,40,6,43,120,42.36,2.834
12011,40,6,43,120.1,42.37,2.834
12011,40,6,43,120.1,42.37,2.834
12012,40,6,43,120.1,42.37,2.834
12013,40,6,43,120.1,42.37,2.833
12014,40,6,43,120.1,42.38,2.833
12014,40,6,43,120.1,42.38,2.833
12015,40,6,43,120.1,42.38,2.833
12016,40,6,43,120.1,42.39,2.833
12016,40,6,43,120.1,42.39,2.833
12017,40,6,43,120.1,42.39,2.833
12018,40,6,43,120.1,42.39,2.833
12018,40,6,43,120.1,42.4,2.833
12019,40,6,43,120.1,42.4,2.833
12020,40,6,43,120.1,42.4,2.833
12021,40,6,43,120.1,42.4,2.833
12021,40,6,43,120.1,42.41,2.833
12022,40,6,43,120.1,42.41,2.833
12023,40,6,43,120.1,42.41,2.833
12023,40,6,43,120.1,42.41,2.832
12024,40,6,43,120.1,42.42,2.832
12025,40,6,43,120.1,42.42,2.832
12025,40,6,43,120.2,42.42,2.832
12026,40,6,43,120.2,42.42,2.832
12027,40,6,43,120.2,42.43,2.832
12028,40,6,43,120.2,42.43,2.832
12028,40,6,43,120.2,42.43,2.832
12029,40,6,43,120.2,42.44,2.832
12030,40,6,43,120.2,42.44,2.832
12030,40,6,43,120.2,42.44,2.832
12031,40,6,43,120.2,42.44,2.832
12032,40,6,43,120.2,42.45,2.832
12032,40,6,43,120.2,42.45,2.832
12033,40,6,43,120.2,42.45,2.832
12034,40,6,43,120.2,42.45,2.831
12035,40,6,43,120.2,42.46,2.831
12035,40,6,43,120.2,42.46,2.831
12036,40,6,43,120.2,42.46,2.831
12037,40,6,43,120.2,42.46,2.831
12037,40,6,43,120.2,42.47,2.831
12038,40,6,43,120.2,42.47,2.831
12039,40,6,43,120.2,42.47,2.831
12039,40,6,43,120.2,42.47,2.831
12040,40,6,43,120.2,42.48,2.831
12041,40,6,43,120.3,42.48,2.831
12042,40,6,43,120.3,42.48,2.831
12042,40,6,43,120.3,42.49,2.831
12043,40,6,43,120.3,42.49,2.831
12044,40,6,43,120.3,42.49,2.831
12044,40,6,43,120.3,42.49,2.831
12045,40,6,43,120.3,42.5,2.83
12046,40,6,43,120.3,42.5,2.83
12046,40,6,43,120.3,42.5,2.83
12047,40,6,43,120.3,42.5,2.83
12048,40,6,43,120.3,42.51,2.83
12049,40,6,43,120.3,42.51,2.83
12049,40,6,43,120.3,42.51,2.83
12050,40,6,43,120.3,42.51,2.83
12051,40,6,43,120.3,42.52,2.83
12051,40,6,43,120.3,42.52,2.83
12052,40,6,43,120.3,42.52,2.83
12053,40,6,43,120.3,42.52,2.83
12053,40,6,43,120.3,42.53,2.83
12054,40,6,43,120.3,42.53,2.83
12055,40,6,43,120.3,42.53,2.83
12056,40,6,43,120.4,42.54,2.829
12056,40,6,43,120.4,42.54,2.829
12057,40,6,43,120.4,42.54,2.829
12058,40,6,43,120.4,42.54,2.829
12058,40,6,43,120.4,42.55,2.829
12059,40,6,43,120.4,42.55,2.829
12060,40,6,43,120.4,42.55,2.829
12060,40,6,43,120.4,42.55,2.829
12061,40,6,43,120.4,42.56,2.829
12062,40,6,43,120.4,42.56,2.829
12063,40,6,43,120.4,42.56,2.829
12063,40,6,43,120.4,42.56,2.829
12064,40,6,43,120.4,42.57,2.829
12065,40,6,43,120.4,42.57,2.829
12065,40,6,43,120.4,42.57,2.829
12066,40,6,43,120.4,42.57,2.828
12067,40,6,43,120.4,42.58,2.828
12067,40,6,43,120.4,42.58,2.828
12068,40,6,43,120.4,42.58,2.828
12069,40,6,43,120.4,42.59,2.828
12070,40,6,43,120.4,42.59,2.828
12070,40,6,43,120.4,42.59,2.828
12071,40,6,43,120.5,42.59,2.828
12072,40,6,43,120.5,42.6,2.828
12072,40,6,43,120.5,42.6,2.828
12073,40,6,43,120.5,42.6,2.828
12074,40,6,43,120.5,42.6,2.828
12074,40,6,43,120.5,42.61,2.828
12075,40,6,43,120.5,42.61,2.828
12076,40,6,43,120.5,42.61,2.827
12077,40,6,43,120.5,42.61,2.827
12077,40,6,43,120.5,42.62,2.827
12078,40,6,43,120.5,42.62,2.827
12079,40,6,43,120.5,42.62,2.827
12079,40,6,43,120.5,42.62,2.827
12080,40,6,43,120.5,42.63,2.827
12081,40,6,43,120.5,42.63,2.827
12081,40,6,43,120.5,42.63,2.827
12082,40,6,43,120.5,42.64,2.827
12083,40,6,43,120.5,42.64,2.827
12084,40,6,43,120.5,42.64,2.827
12084,40,6,43,120.5,42.64,2.827
12085,40,6,43,120.5,42.65,2.827
12086,40,6,43,120.5,42.65,2.827
12086,40,6,43,120.6,42.65,2.826
12087,40,6,43,120.6,42.65,2.826
12088,40,6,43,120.6,42.66,2.826
12088,40,6,43,120.6,42.66,2.826
12089,40,6,43,120.6,42.66,2.826
12090,40,6,43,120.6,42.66,2.826
12091,40,6,43,120.6,42.67,2.826
12091,40,6,43,120.6,42.67,2.826
12092,40,6,43,120.6,42.67,2.826
12093,40,6,43,120.6,42.67,2.826
12093,40,6,43,120.6,42.68,2.826
12094,40,6,43,120.6,42.68,2.826
12095,40,6,43,120.6,42.68,2.826
12095,40,6,43,120.6,42.69,2.826
12096,40,6,43,120.6,42.69,2.826
12097,40,6,43,120.6,42.69,2.825
12098,40,6,43,120.6,42.69,2.825
12098,40,6,43,120.6,42.7,2.825
12099,40,6,43,120.6,42.7,2.825
12100,40,6,43,120.6,42.7,2.825
12100,40,6,43,120.6,42.7,2.825
12101,40,6,43,120.6,42.71,2.825
12102,40,6,43,120.7,42.71,2.825
12102,40,6,43,120.7,42.71,2.825
12103,40,6,43,120.7,42.71,2.825
12104,40,6,43,120.7,42.72,2.825
12105,40,6,43,120.7,42.72,2.825
12105,40,6,43,120.7,42.72,2.825
12106,40,6,43,120.7,42.72,2.825
12107,40,6,43,120.7,42.73,2.825
12107,40,6,43,120.7,42.73,2.824
12108,40,6,43,120.7,42.73,2.824
12109,40,6,43,120.7,42.74,2.824
12109,40,6,43,120.7,42.74,2.824
12110,40,6,43,120.7,42.74,2.824
12111,40,6,43,120.7,42.74,2.824
12112,40,6,43,120.7,42.75,2.824
12112,40,6,43,120.7,42.75,2.824
12113,40,6,43,120.7,42.75,2.824
12114,40,6,43,120.7,42.75,2.824
12114,40,6,43,120.7,42.76,2.824
12115,40,6,43,120.7,42.76,2.824
12116,40,6,43,120.7,42.76,2.824
12116,40,6,43,120.7,42.76,2.824
12117,40,6,43,120.8,42.77,2.824
12118,40,6,43,120.8,42.77,2.823
12119,40,6,43,120.8,42.77,2.823
12119,40,6,43,120.8,42.77,2.823
12120,40,6,43,120.8,42.78,2.823
12121,40,6,43,120.8,42.78,2.823
12121,40,6,43,120.8,42.78,2.823
12122,40,6,43,120.8,42.79,2.823
12123,40,6,43,120.8,42.79,2.823
12123,40,6,43,120.8,42.79,2.823
12124,40,6,43,120.8,42.79,2.823
12125,40,6,43,120.8,42.8,2.823
12126,40,6,43,120.8,42.8,2.823
12126,40,6,43,120.8,42.8,2.823
12127,40,6,43,120.8,42.8,2.823
12128,40,6,43,120.8,42.81,2.822
12128,40,6,43,120.8,42.81,2.822
12129,40,6,43,120.8,42.81,2.822
12130,40,6,43,120.8,42.81,2.822
12130,40,6,43,120.8,42.82,2.822
12131,40,6,43,120.8,42.82,2.822
12132,40,6,43,120.8,42.82,2.822
12133,40,6,43,120.9,42.82,2.822
12133,40,6,43,120.9,42.83,2.822
12134,40,6,43,120.9,42.83,2.822
12135,40,6,43,120.9,42.83,2.822
12135,40,6,43,120.9,42.84,2.822
12136,40,6,43,120.9,42.84,2.822
12137,40,6,43,120.9,42.84,2.822
12137,40,6,43,120.9,42.84,2.822
12138,40,6,43,120.9,42.85,2.821
12139,40,6,43,120.9,42.85,2.821
12140,40,6,43,120.9,42.85,2.821
12140,40,6,43,120.9,42.85,2.821
12141,40,6,43,120.9,42.86,2.821
12142,40,6,43,120.9,42.86,2.821
12142,40,6,43,120.9,42.86,2.821
12143,40,6,43,120.9,42.86,2.821
12144,40,6,43,120.9,42.87,2.821
12144,40,6,43,120.9,42.87,2.821
12145,40,6,43,120.9,42.87,2.821
12146,40,6,43,120.9,42.87,2.821
12147,40,6,43,120.9,42.88,2.821
12147,40,6,43,120.9,42.88,2.821
12148,40,6,43,120.9,42.88,2.821
12149,40,6,43,121,42.88,2.82
12149,40,6,43,121,42.89,2.82
12150,40,6,43,121,42.89,2.82
12151,40,6,43,121,42.89,2.82
12151,40,6,43,121,42.9,2.82
12152,40,6,43,121,42.9,2.82
12153,40,6,43,121,42.9,2.82
12154,40,6,43,121,42.9,2.82
12154,40,6,43,121,42.91,2.82
12155,40,6,43,121,42.91,2.82
12156,40,6,43,121,42.91,2.82
12156,40,6,43,121,42.91,2.82
12157,40,6,43,121,42.92,2.82
12158,40,6,43,121,42.92,2.82
12158,40,6,43,121,42.92,2.819
12159,40,6,43,121,42.92,2.819
12160,40,6,43,121,42.93,2.819
12161,40,6,43,121,42.93,2.819
12161,40,6,43,121,42.93,2.819
12162,40,6,43,121,42.93,2.819
12163,40,6,43,121,42.94,2.819
12163,40,6,43,121,42.94,2.819
12164,40,6,43,121.1,42.94,2.819
12165,40,6,43,121.1,42.95,2.819
12165,40,6,43,121.1,42.95,2.819
12166,40,6,43,121.1,42.95,2.819
12167,40,6,43,121.1,42.95,2.819
12168,40,6,43,121.1,42.96,2.819
12168,40,6,43,121.1,42.96,2.819
12169,40,6,43,121.1,42.96,2.818
12170,40,6,43,121.1,42.96,2.818
12170,40,6,43,121.1,42.97,2.818
12171,40,6,43,121.1,42.97,2.818
12172,40,6,43,121.1,42.97,2.818
12172,40,6,43,121.1,42.97,2.818
12173,40,6,43,121.1,42.98,2.818
12174,40,6,43,121.1,42.98,2.818
12175,40,6,43,121.1,42.98,2.818
12175,40,6,43,121.1,42.98,2.818
12176,40,6,43,121.1,42.99,2.818
12177,40,6,43,121.1,42.99,2.818
12177,40,6,43,121.1,42.99,2.818
12178,40,6,43,121.1,42.99,2.818
12179,40,6,43,121.1,43,2.817
12179,40,6,43,121.1,43,2.817
12180,40,6,43,121.2,43,2.817
12181,40,6,43,121.2,43.01,2.817
12182,40,6,43,121.2,43.01,2.817
12182,40,6,43,121.2,43.01,2.817
12183,40,6,43,121.2,43.01,2.817
12184,40,6,43,121.2,43.02,2.817
12184,40,6,43,121.2,43.02,2.817
12185,40,6,43,121.2,43.02,2.817
12186,40,6,43,121.2,43.02,2.817
12186,40,6,43,121.2,43.03,2.817
12187,40,6,43,121.2,43.03,2.817
12188,40,6,43,121.2,43.03,2.817
12189,40,6,43,121.2,43.03,2.817
12189,40,6,43,121.2,43.04,2.816
